#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: handles
# Plugin Description: Print list of open handles for each process
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" handles --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Offset(V)             Pid             Handle             Access Type             Details
0xfffffa80338c0a10   4236              0x134           0x120089 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\resources.pak
0xfffff8a00c79eeb0   4236              0x138            0xf0005 Section          
0xfffffa80317c47f0   4236              0x13c              0x804 EtwRegistration  
0xfffff8a00c7ec060   4236              0x140                0x8 Token            
0xfffffa803184b350   4236              0x144           0x1f0003 Event            
0xfffffa803247b840   4236              0x148           0x1f0003 Event            
0xfffffa8033916180   4236              0x14c           0x1f0003 Event            
0xfffffa8033917ec0   4236              0x150           0x1f0003 Event            
0xfffffa8033917e40   4236              0x154           0x1f0003 Event            
0xfffffa8033917dc0   4236              0x158           0x1f0003 Event            
0xfffffa8033917d40   4236              0x15c           0x1f0003 Event            
0xfffffa8033917cc0   4236              0x160           0x1f0003 Event            
0xfffffa8033917c40   4236              0x164           0x1f0003 Event            
0xfffffa8033917bc0   4236              0x168           0x1f0003 Event            
0xfffffa8033397f90   4236              0x16c              0x804 EtwRegistration  
0xfffffa803266ad70   4236              0x170              0x804 EtwRegistration  
0xfffffa8033917720   4236              0x174           0x1f0003 Event            
0xfffffa80339176a0   4236              0x178           0x1f0003 Event            
0xfffffa8033917620   4236              0x17c           0x1f0003 Event            
0xfffffa80339175a0   4236              0x180           0x1f0003 Event            
0xfffffa8033917520   4236              0x184           0x1f0003 Event            
0xfffffa80339174a0   4236              0x188           0x1f0003 Event            
0xfffffa8033914060   4236              0x18c           0x1fffff Thread           TID 4236 PID 865158152
0xfffffa80339173a0   4236              0x190           0x1f0003 Event            
0xfffffa8033914b50   4236              0x194           0x1fffff Thread           TID 4236 PID 865160952
0xfffffa80339172a0   4236              0x198           0x1f0003 Event            
0xfffffa8033914640   4236              0x19c           0x1fffff Thread           TID 4236 PID 865159656
0xfffffa80339145c0   4236              0x1a0           0x1f0003 Event            
0xfffffa8033915060   4236              0x1a4           0x1fffff Thread           TID 4236 PID 865162248
0xfffffa8033917220   4236              0x1a8           0x1f0003 Event            
0xfffffa8033915fe0   4236              0x1ac           0x1f0003 Event            
0xfffffa8033917220   4236              0x1b0           0x1f0003 Event            
0xfffffa803390fce0   4236              0x1b4           0x1f0003 Event            
0xfffffa803342d410   4236              0x1b8           0x1f0003 Timer            
0xfffffa8033915ad0   4236              0x1bc           0x1fffff Thread           TID 4236 PID 865164920
0xfffffa8033915ad0   4236              0x1c0           0x1fffff Thread           TID 4236 PID 865164920
0xfffff8a00c7e2060   4236              0x1c4            0xf0003 KeyedEvent       
0xfffffa80325d2ec0   4236              0x1c8           0x1f0003 IoCompletion     
0xfffffa80338bee80   4236              0x1cc            0xf00ff TpWorkerFactory  
0xfffffa80338bee80   4236              0x1d0            0xf00ff TpWorkerFactory  
0xfffffa8033914b50   4236              0x1d4           0x1fffff Thread           TID 4236 PID 865160952
0xfffffa8033915060   4236              0x1d8           0x1fffff Thread           TID 4236 PID 865162248
0xfffffa80325d2f80   4236              0x1dc           0x1f0003 IoCompletion     
0xfffffa8033914060   4236              0x1e0           0x1fffff Thread           TID 4236 PID 865158152
0xfffffa803390fc60   4236              0x1e4           0x1f0003 Event            
0xfffffa8033914640   4236              0x1e8           0x1fffff Thread           TID 4236 PID 865159656
0xfffffa803390fd60   4236              0x1ec           0x1f0003 Event            
0xfffffa803390fde0   4236              0x1f0           0x1f0003 Event            
0xfffffa803390f690   4236              0x1f4           0x1fffff Thread           TID 4236 PID 865139256
0xfffffa8033917720   4236              0x1f8           0x1f0003 Event            
0xfffffa803390fe60   4236              0x1fc           0x1f0003 Semaphore        
0xfffffa80338c0b50   4236              0x200              0x84a Thread           TID 4236 PID 864816888
0xfffffa803390fee0   4236              0x204           0x1f0003 Semaphore        
0xfffffa80333d76f0   4236              0x208           0x1f0003 Semaphore        
0xfffffa803390ff60   4236              0x20c           0x1f0003 Semaphore        
0xfffffa803390ffe0   4236              0x210           0x1f0003 Semaphore        
0xfffffa803390f060   4236              0x214           0x1f0003 Semaphore        
0xfffffa80334f0bd0   4236              0x218           0x1f0003 Semaphore        
0xfffffa803390f690   4236              0x21c           0x1fffff Thread           TID 4236 PID 865139256
0xfffffa8031784700   4236              0x220           0x1f0003 Event            
0xfffffa80338af170   4236              0x228           0x1f0003 Event            
0xfffffa80326cea20   4236              0x22c           0x1f0003 Event            
0xfffff8a00c8da860   4236              0x230                0x7 Section          CrSharedMem_c440bfbd50264ff608bda9233ec202793b41afe1e274258a34ceb667bdc6c1a5
0xfffffa80317b51d0   4236              0x234           0x120089 File             \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\en-US-8-0.bdic
0xfffffa80338476d0   4236              0x238           0x1f0003 Event            
0xfffffa8031784680   4236              0x23c           0x1f0003 Event            
0xfffffa8033961b50   4236              0x240           0x1fffff Thread           TID 4236 PID 865476344
0xfffffa80331b7c50   4236              0x244           0x1f0003 Event            
0xfffffa8033961b50   4236              0x248           0x1fffff Thread           TID 4236 PID 865476344
0xfffffa8033917f60   4236              0x24c           0x1f0003 Event            
0xfffffa80315029e0   4236              0x250           0x1f0003 Event            
0xfffffa8033917fe0   4236              0x254           0x1f0003 Event            
0xfffffa803397eb50   4236              0x258           0x1fffff Thread           TID 4236 PID 865595128
0xfffffa8033927060   4236              0x264           0x1fffff Thread           TID 4236 PID 865235976
0xfffffa8032718990   4236              0x268           0x1f0003 Event            
0xfffffa8033927b50   4236              0x26c           0x1fffff Thread           TID 4236 PID 865238776
0xfffffa8033927060   4236              0x270           0x1fffff Thread           TID 4236 PID 865235976
0xfffffa8031e5fd40   4236              0x274           0x120089 File             \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Subresource Filter\Indexed Rules\26\9.12.0\Ruleset Data
0xfffffa803397e5c0   4236              0x278           0x1f0003 Event            
0xfffffa803378e690   4236              0x27c           0x1f0003 Event            
0xfffffa80338c0210   4236              0x280           0x1f0003 Event            
0xfffffa80338aaca0   4236              0x284           0x1f0003 Event            
0xfffffa80325f3700   4236              0x288           0x1f0003 Event            
0xfffffa803390f390   4236              0x28c           0x1a019f File             \Device\NamedPipe\mojo.3384.3540.3234457858825628439
0xfffff8a00c7bf710   4236              0x290                0x7 Section          CrSharedMem_aa2f9ea2b7aa99d6db6fd55537f3170866d3cf8aa8b79082a99b232f67f8c028
0xfffff8a00c7a4600   4236              0x298                0x7 Section          CrSharedMem_406ca6f54ac99cd07e6357a339e1affcc30a962685495450b6d25b466722edfc
0xfffffa8033911320   4236              0x29c           0x1f0003 Event            
0xfffff8a00c5875b0   4236              0x2a0                0x7 Section          CrSharedMem_906fb37b0adba6a67d9a720cf2caf0d1c03a65a3ff143bf7597c012765b657dc
0xfffffa80338ab420   4236              0x2a4           0x1f0003 Event            
0xfffffa80339182e0   4236              0x2a8           0x1f0003 Event            
0xfffffa80325f3600   4236              0x2ac           0x1f0003 Event            
0xfffffa8033920e30   4236              0x2b0           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\times.ttf
0xfffffa80339041d0   4236              0x2b4           0x1f0003 Event            
0xfffffa8030f4a0f0   4236              0x2b8           0x1f0003 Event            
0xfffffa8031651540   4236              0x2bc           0x1f0003 Event            
0xfffffa803259b980   4236              0x2c0           0x1f0003 Event            
0xfffffa8033922920   4236              0x2c4           0x1f0003 Event            
0xfffffa80325bec70   4236              0x2c8           0x1f0003 Event            
0xfffffa8032673e90   4236              0x2cc           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\timesbd.ttf
0xfffffa8032673070   4236              0x2d4           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\timesbi.ttf
0xfffffa803265a5b0   4236              0x2d8           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\timesi.ttf
0xfffffa8033920e30   4236              0x2dc           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\times.ttf
0xfffff8a00c436e90   4236              0x2e0            0xf0005 Section          
0xfffffa8031784780   4236              0x2ec           0x1f0003 Event            
0xfffffa80317952b0   4236              0x2f0           0x1f0003 Event            
0xfffffa80333dc1c0   4236              0x2f8           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\arial.ttf
0xfffffa803378da60   4236              0x2fc           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\arialbd.ttf
0xfffffa80333dc070   4236              0x300           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\arialbi.ttf
0xfffffa80334b5720   4236              0x304           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\ariali.ttf
0xfffffa80326b2dd0   4236              0x308           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\ARIALN.TTF
0xfffffa80326b2c80   4236              0x30c           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\ARIALNB.TTF
0xfffffa80326b29e0   4236              0x310           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\ARIALNBI.TTF
0xfffffa80326b21d0   4236              0x314           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\ARIALNI.TTF
0xfffffa803365d4f0   4236              0x318           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\ariblk.ttf
0xfffffa80333dc1c0   4236              0x31c           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\arial.ttf
0xfffff8a00c3f3660   4236              0x320            0xf0005 Section          
0xfffffa8031a6eb70   4236              0x324           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\segoeui.ttf
0xfffffa803390ace0   4236              0x328           0x100003 Event            
0xfffffa8032617c80   4236              0x32c           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\segoeuib.ttf
0xfffffa8032617dd0   4236              0x330           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\segoeuii.ttf
0xfffffa803264de90   4236              0x334           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\segoeuil.ttf
0xfffffa8031e70480   4236              0x338           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\SEGOEUISL.TTF
0xfffffa803375d220   4236              0x33c           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\segoeuiz.ttf
0xfffffa803367d380   4236              0x340           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\seguisb.ttf
0xfffffa8031a6eb70   4236              0x344           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\segoeui.ttf
0xfffff8a00ba1ae10   4236              0x348            0xf0005 Section          
0xfffffa803367e920   4236              0x34c           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\tahomabd.ttf
0xfffffa803342f4e0   4236              0x354           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\tahoma.ttf
0xfffffa803342f4e0   4236              0x358           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\tahoma.ttf
0xfffff8a00c539760   4236              0x35c            0xf0005 Section          
0xfffff8a00c557c90   4236              0x364            0xf0005 Section          
0xfffffa8031417b50   4236              0x368           0x1fffff Thread           TID 4236 PID 826375928
0xfffffa8032613630   4236              0x36c           0x1f0003 Event            
0xfffffa8031417b50   4236              0x370           0x1fffff Thread           TID 4236 PID 826375928
0xfffffa80329cc330   4236              0x374           0x1f0003 Event            
0xfffffa803367d380   4236              0x378           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\seguisb.ttf
0xfffff8a00c5e56c0   4236              0x380            0xf0005 Section          
0xfffffa803367d380   4236              0x384           0x120089 File             \Device\HarddiskVolume1\Windows\Fonts\seguisb.ttf
0xfffff8a00c379ce0   4236              0x388            0xf0005 Section          
0xfffff8a00c6c6c90   4236              0x398                0x7 Section          CrSharedMem_e9092b23a6f548bd44db4347546a7f21e2b6ffcd9087495f69fdb9186ae9f27f
